kanji,kana,roman,lat,lng,class
成生岬,なりゅうざき,Naryu Zaki,35.600,135.467,Cape
那須岳,なすだけ,Nasu Dake,37.117,139.967,Mountain
那須町,なすまち,Nasu Machi,37.017,140.117,Municipality
那須烏山市,なすからすやまし,Nasukarasuyama Shi,36.650,140.150,Municipality
那須野原,なすのはら,Nasuno Hara,37.017,140.000,Extensive natural feature
那須塩原市,なすしおばらし,Nasushiobara Shi,36.967,140.050,Municipality
名取川,なとりがわ,Natori Gawa,38.167,140.967,River
名取市,なとりし,Natori Shi,38.167,140.900,Municipality
夏泊崎,なつどまりざき,Natsudomari Zaki,41.017,140.883,Cape
夏井川,なついがわ,Natsui Gawa,37.050,140.967,River
ナヨカ湾,ナヨカわん,Nayoka Wan,45.250,147.883,Sea Area
名寄川,なよろがわ,Nayoro Gawa,44.383,142.467,River
名寄市,なよろし,Nayoro Shi,44.350,142.467,Municipality
名瀬海盆,なぜかいぼん,Naze Kaibon,28.400,131.517,Undersea feature
名瀬海山,なぜかいざん,Naze Kaizan,28.100,131.700,Undersea feature
根羽村,ねばむら,Neba Mura,35.250,137.583,Municipality
根子岳,ねこだけ,Neko Dake,32.883,131.150,Mountain
猫崎,ねこざき,Neko Zaki,35.667,134.767,Cape
ネルソン海山,ネルソンかいざん,Nelson Kaizan,27.833,145.700,Undersea feature
根室半島,ねむろはんとう,Nemuro Hanto,43.333,145.633,Extensive natural feature
根室海峡,ねむろかいきょう,Nemuro Kaikyo,43.933,145.367,Sea Area
根室市,ねむろし,Nemuro Shi,43.333,145.583,Municipality
根室湾,ねむろわん,Nemuro Wan,43.367,145.517,Sea Area
練馬区,ねりまく,Nerima Ku,35.733,139.650,Municipality
寝屋川市,ねやがわし,Neyagawa Shi,34.767,135.633,Municipality
鼠ヶ関,ねずがせき,Nezugaseki,38.550,139.550,Populated area
日南町,にちなんちょう,Nichinan Cho,35.167,133.300,Municipality
日南市,にちなんし,Nichinan Shi,31.600,131.383,Municipality
日曜海山,にちようかいざん,Nichiyo Kaizan,29.483,140.333,Undersea feature
日本平頂海山群,にほんへいちょうかいざんぐん,Nihon Heichokaizangun,33.733,143.683,Undersea feature
日本海,にほんかい,Nihon Kai,37.100,134.450,Sea Area
日本海盆,にほんかいぼん,Nihon Kaibon,41.300,137.633,Undersea feature
日本海溝,にほんかいこう,Nihon Kaiko,37.467,143.733,Undersea feature
日本平山,にほんだいらやま,Nihondaira Yama,37.617,139.350,Mountain
二本松市,にほんまつし,Nihonmatsu Shi,37.583,140.433,Municipality
新穂,にいぼ,Niibo,38.017,138.417,Populated area
新田川,にいだがわ,Niida Gawa,37.633,141.017,River
新潟県,にいがたけん,Niigata Ken,37.900,139.017,Municipality
新潟市,にいがたし,Niigata Shi,37.917,139.033,Municipality
新居浜市,にいはまし,Niihama Shi,33.967,133.283,Municipality
新島,にいじま,Niijima,34.383,139.267,Island
新島村,にいじまむら,Niijima Mura,34.383,139.250,Municipality
新冠町,にいかっぷちょう,Niikappu Cho,42.367,142.317,Municipality
新冠川,にいかっぷがわ,Niikappu Gawa,42.367,142.300,River
新見市,にいみし,Niimi Shi,34.983,133.467,Municipality
新座市,にいざし,Niiza Shi,35.800,139.567,Municipality
にかほ市,にかほし,Nikaho Shi,39.200,139.900,Municipality
仁木町,にきちょう,Niki Cho,43.150,140.767,Municipality
日光川,にっこうがわ,Nikko Gawa,35.083,136.817,River
日向川,にっこうがわ,Nikko Gawa,38.983,139.850,River
日光海盆,にっこうかいぼん,Nikko Kaibon,22.683,142.217,Undersea feature
日光海山,にっこうかいざん,Nikko Kaizan,23.017,142.350,Undersea feature
日光市,にっこうし,Nikko Shi,36.717,139.700,Municipality
人形峠,にんぎょうとうげ,Ningyo Toge,35.317,133.933,Pass
二戸市,にのへし,Ninohe Shi,40.267,141.300,Municipality
二ノ岩,にのいわ,Ninoiwa,27.733,142.117,Island
二王子岳,にのうじだけ,Ninoji Dake,37.900,139.500,Mountain
二宮町,にのみやまち,Ninomiya Machi,35.300,139.250,Municipality
ニペソツ山,ニペソツやま,Nipesotsu Yama,43.450,143.033,Mountain
韮崎市,にらさきし,Nirasaki Shi,35.717,138.450,Municipality
ニセイカウシュッペ山,ニセイカウシュッペやま,Niseikaushuppe Yama,43.783,142.983,Mountain
ニセコ町,ニセコちょう,Niseko Cho,42.800,140.683,Municipality
ニセコアンヌプリ,ニセコアンヌプリ,Nisekoan Nupuri,42.883,140.667,Mountain
西水道,にしすいどう,Nishi Suido,34.367,128.733,Sea Area
西山,にしやま,Nishi Yama,33.133,139.767,Mountain
西会津町,にしあいづまち,Nishiaizu Machi,37.583,139.650,Municipality
西粟倉村,にしあわくらそん,Nishiawakura Son,35.167,134.333,Municipality
西吾妻山,にしあづまやま,Nishiazuma Yama,37.733,140.133,Mountain
西別川,にしべつがわ,Nishibetsu Gawa,43.383,145.283,River
西土星海山,にしどせいかいざん,Nishi-Dosei Kaizan,20.850,136.100,Undersea feature
西福徳海山,にしふくとくかいざん,Nishi-Fukutoku Kaizan,24.000,141.217,Undersea feature
西郷村,にしごうむら,Nishigo Mura,37.150,140.150,Municipality
西原町,にしはらちょう,Nishihara Cho,26.217,127.767,Municipality
西原村,にしはらむら,Nishihara Mura,32.833,130.900,Municipality
西単冠山,にしひとかっぷやま,Nishihitokappu Yama,44.833,147.350,Mountain
西伊豆町,にしいずちょう,Nishiizu Cho,34.767,138.783,Municipality
西島,にしじま,Nishijima,34.650,134.483,Island
西承応海山,にしじょうおうかいざん,Nishi-Joo Kaizan,32.033,138.433,Undersea feature
西海王星海山,にしかいおうせいかいざん,Nishi-Kaiosei Kaizan,19.267,135.433,Undersea feature
西海徳海山,にしかいとくかいざん,Nishi-Kaitoku Kaizan,25.933,139.800,Undersea feature
西桂町,にしかつらちょう,Nishikatsura Cho,35.517,138.850,Municipality
西川町,にしかわまち,Nishikawa Machi,38.433,140.150,Municipality
錦川,にしきがわ,Nishiki Gawa,34.167,132.200,River
錦町,にしきまち,Nishiki Machi,32.200,130.833,Municipality
西恒星海山,にしこうせいかいざん,Nishi-Kosei Kaizan,24.983,135.500,Undersea feature
西クマネシリ岳,にしクマネシリだけ,Nishi-kumaneshiri Dake,43.517,143.233,Mountain
西米良村,にしめらそん,Nishimera Son,32.233,131.150,Municipality
西目屋村,にしめやむら,Nishimeya Mura,40.583,140.300,Municipality
西御荷鉾山,にしみかぼやま,Nishimikabo Yama,36.150,138.917,Mountain
西宮市,にしのみやし,Nishinomiya Shi,34.733,135.350,Municipality
西之表海山,にしのおもてかいざん,Nishinoomote Kaizan,28.483,132.767,Undersea feature
西之表市,にしのおもてし,Nishinoomote Shi,30.733,131.000,Municipality
西ノ島,にしのしま,Nishinoshima,36.100,133.033,Island
西之島,にしのしま,Nishinoshima,27.250,140.883,Island
西ノ島町,にしのしまちょう,Nishinoshima Cho,36.100,133.000,Municipality
西尾市,にしおし,Nishio Shi,34.867,137.067,Municipality
西興部村,にしおこっぺむら,Nishiokoppe Mura,44.333,142.950,Municipality
西七島海嶺,にししちとうかいれい,Nishi-Shichito Kairei,27.900,139.183,Undersea feature
西正保海山,にししょうほうかいざん,Nishi-Shoho Kaizan,32.383,138.367,Undersea feature
西彼杵半島,にしそのきはんとう,Nishisonoki Hanto,32.933,129.717,Extensive natural feature
西天王星海山,にしてんのうせいかいざん,Nishi-Tennosei Kaizan,19.717,135.800,Undersea feature
西天保海山,にしてんぽうかいざん,Nishi-Tenpo Kaizan,27.250,139.633,Undersea feature
西東京市,にしとうきょうし,Nishitokyo Shi,35.733,139.533,Municipality
西和賀町,にしわがまち,Nishiwaga Machi,39.317,140.783,Municipality
西脇市,にしわきし,Nishiwaki Shi,35.000,134.967,Municipality
西大和海山,にしやまとかいざん,Nishi-Yamato Kaizan,38.700,135.367,Undersea feature
西遊星海山,にしゆうせいかいざん,Nishi-Yusei Kaizan,23.767,136.067,Undersea feature
日進市,にっしんし,Nisshin Shi,35.133,137.033,Municipality
日勝峠,にっしょうとうげ,Nissho Toge,42.967,142.750,Pass
仁淀川,によどがわ,Niyodo Gawa,33.467,133.483,River
仁淀川町,によどがわちょう,Niyodogawa Cho,33.583,133.167,Municipality
野崎,のざき,No Zaki,30.483,130.150,Cape
野原崎,のばるさき,Nobaru Saki,24.450,124.250,Cape
延岡市,のべおかし,Nobeoka Shi,32.583,131.667,Municipality
濃尾平野,のうびへいや,Nobi Heiya,35.267,136.733,Extensive natural feature
登別市,のぼりべつし,Noboribetsu Shi,42.417,141.100,Municipality
野田村,のだむら,Noda Mura,40.117,141.817,Municipality
野田市,のだし,Noda Shi,35.950,139.867,Municipality
直方市,のおがたし,Nogata Shi,33.750,130.733,Municipality
野木町,のぎまち,Nogi Machi,36.233,139.733,Municipality
能郷白山,のうごうはくさん,Nogo-hakusan ,35.767,136.517,Mountain
権現山,ごんげんざん,Gongen Zan,35.767,136.517,Mountain
野口五郎岳,のぐちごろうだけ,Noguchigoro Dake,36.433,137.633,Mountain
野辺地町,のへじまち,Noheji Machi,40.867,141.133,Municipality
野辺地湾,のへじわん,Noheji Wan,40.900,141.117,Sea Area
野島崎,のじまざき,Nojima Zaki,34.900,139.883,Cape
仰烏帽子山,のけえぼしやま,Nokeeboshi Yama,32.367,130.783,Mountain
鋸山,のこぎりやま,Nokogiri Yama,37.400,138.933,Mountain
鋸山,のこぎりやま,Nokogiri Yama,35.167,139.833,Mountain
野間岳,のまだけ,Noma Dake,31.400,130.150,Mountain
野間岬,のまみさき,Noma Misaki,31.417,130.117,Cape
能美市,のみし,Nomi Shi,36.450,136.550,Municipality
野母崎,のもざき,Nomo Zaki,32.567,129.733,Cape
野麦峠,のむぎとうげ,Nomugi Toge,36.050,137.600,Pass
野村,のむら,Nomura,33.383,132.650,Populated area
野根山,のねやま,None Yama,33.483,134.167,Mountain
野々市市,ののいちし,Nonoichi Shi,36.517,136.617,Municipality
乗鞍岳,のりくらだけ,Norikura Dake,36.100,137.550,Mountain
野呂山,のろさん,Noro San,34.267,132.683,Mountain
納沙布岬,のさっぷみさき,Nosappu Misaki,43.383,145.817,Cape
能勢町,のせちょう,Nose Cho,34.967,135.417,Municipality
野迫川村,のせがわむら,Nosegawa Mura,34.167,135.633,Municipality
野寒布岬,のしゃっぷみさき,Noshappu Misaki,45.450,141.650,Cape
能代市,のしろし,Noshiro Shi,40.217,140.033,Municipality
能登町,のとちょう,Noto Cho,37.300,137.150,Municipality
能登半島,のとはんとう,Noto Hanto,37.233,136.850,Extensive natural feature
農鳥岳,のうとりだけ,Notori Dake,35.617,138.233,Mountain
能取湖,のとろこ,Notoro Ko,44.050,144.150,Lake
能取岬,のとろみさき,Notoro Misaki,44.117,144.250,Cape
野斗路岬,のとろみさき,Notoro Misaki,45.117,147.500,Cape
野付崎,のつけさき,Notsuke Saki,43.567,145.317,Cape
野付水道,のつけすいどう,Notsuke Suido,43.650,145.367,Sea Area
野崎島,のざきじま,Nozaki Jima,33.183,129.133,Island
野沢温泉村,のざわおんせんむら,Nozawaonsen Mura,36.917,138.433,Municipality
沼島,ぬしま,Nu Shima,34.167,134.817,Island
糠平山,ぬかびらやま,Nukabira Yama,42.783,142.500,Mountain
貫気別山,ぬっきべつやま,Nukkibetsu Yama,42.650,142.483,Mountain
沼川,ぬまかわ,Numakawa,45.250,141.850,Populated area
沼田町,ぬまたちょう,Numata Cho,43.800,141.933,Municipality
沼田市,ぬまたし,Numata Shi,36.650,139.050,Municipality
沼津市,ぬまづし,Numazu Shi,35.100,138.867,Municipality
布部岳,ぬのべだけ,Nunobe Dake,43.300,142.283,Mountain
沼田川,ぬたがわ,Nuta Gawa,34.383,133.083,River
怒和島,ぬわじま,Nuwa Jima,33.983,132.550,Island
女峰山,にょほうさん,Nyoho San,36.817,139.533,Mountain
入梅海山,にゅうばいかいざん,Nyubai Kaizan,22.400,142.733,Undersea feature
入道崎,にゅうどうざき,Nyudo Zaki,40.000,139.700,Cape
入笠山,にゅうかさやま,Nyukasa Yama,35.900,138.167,Mountain
入善町,にゅうぜんまち,Nyuzen Machi,36.933,137.500,Municipality
尾崎,おさき,O Saki,39.250,141.967,Cape
男島,おしま,O Shima,32.050,128.400,Island
雄島,おしま,O Shima,36.250,136.117,Island
御岳,おたけ,O Take,29.650,129.717,Mountain
尾岳,おたけ,O Take,31.717,129.733,Mountain
御山,おやま,O Yama,33.867,139.600,Mountain
雄山,おやま,O Yama,34.083,139.533,Mountain
雄阿寒岳,おあかんだけ,Oakan Dake,43.450,144.167,Mountain
大網白里市,おおあみしらさとし,Oami-shirasato Shi,35.517,140.317,Municipality
大洗町,おおあらいまち,Oarai Machi,36.317,140.567,Municipality
伯母子岳,おばこだけ,Obako Dake,34.083,135.650,Mountain
小浜市,おばまし,Obama Shi,35.500,135.750,Municipality
尾花岬,おばなみさき,Obana Misaki,42.300,139.767,Cape
尾花沢市,おばなざわし,Obanazawa Shi,38.600,140.400,Municipality
帯広岳,おびひろだけ,Obihiro Dake,42.750,142.900,Mountain
帯広市,おびひろし,Obihiro Shi,42.917,143.200,Municipality
小平町,おびらちょう,Obira Cho,44.017,141.667,Municipality
小平蘂川,おびらしべがわ,Obirashibe Gawa,44.033,141.667,River
小櫃川,おびつがわ,Obitsu Gawa,35.417,139.900,River
大府市,おおぶし,Obu Shi,35.017,136.967,Municipality
小布施町,おぶせまち,Obuse Machi,36.700,138.317,Municipality
越知町,おちちょう,Ochi Cho,33.533,133.250,Municipality
大地山,おおちやま,Ochi Yama,37.967,138.483,Mountain
落石岬,おちいしみさき,Ochiishi Misaki,43.167,145.500,Cape
大田市,おおだし,Oda Shi,35.200,132.500,Municipality
大台町,おおだいちょう,Odai Cho,34.400,136.400,Municipality
大台ヶ原山,おおだいがはらざん,Odaigahara Zan,34.183,136.083,Mountain
大平峠,おおだいらとうげ,Odaira Toge,35.567,137.700,Pass
大岳山,おおだけさん,Odake San,35.767,139.133,Mountain
小田萌山,おだもえやま,Odamoe Yama,45.033,147.917,Mountain
大館市,おおだてし,Odate Shi,40.267,140.567,Municipality
小田原市,おだわらし,Odawara Shi,35.267,139.150,Municipality
大戸瀬崎,おおどせさき,Odose Saki,40.767,140.050,Cape
大江町,おおえまち,Oe Machi,38.383,140.200,Municipality
大江山,おおえやま,Oe Yama,35.450,135.100,Mountain
大江高山,おおえたかやま,Oetaka Yama,35.067,132.433,Mountain
大船渡市,おおふなとし,Ofunato Shi,39.083,141.717,Municipality
雄冬岬,おふゆみさき,Ofuyu Misaki,43.717,141.333,Cape
男鹿半島,おがはんとう,Oga Hanto,39.917,139.800,Extensive natural feature
男鹿市,おがし,Oga Shi,39.883,139.850,Municipality
男鹿岳,おがたけ,Oga Take,37.083,139.817,Mountain
鴎外海山,おうがいかいざん,Ogai Kaizan,23.017,127.117,Undersea feature
大垣市,おおがきし,Ogaki Shi,35.367,136.617,Municipality
小鹿野町,おがのまち,Ogano Machi,36.017,139.017,Municipality
小笠原群島,おがさわらぐんとう,Ogasawara Gunto,27.150,141.783,Extensive natural feature
小笠原海膨,おがさわらかいぼう,Ogasawara Kaibo,25.183,144.450,Undersea feature
小笠原海台,おがさわらかいだい,Ogasawara Kaidai,25.917,143.983,Undersea feature
小笠原海嶺,おがさわらかいれい,Ogasawara Kairei,27.283,142.200,Undersea feature
小笠原村,おがさわらむら,Ogasawara Mura,27.100,142.200,Municipality
小笠原諸島,おがさわらしょとう,Ogasawara Shoto,25.350,141.967,Extensive natural feature
小笠原舟状海盆,おがさわらしゅうじょうかいぼん,Ogasawara Shujokaibon,27.133,141.517,Undersea feature
大潟村,おおがたむら,Ogata Mura,40.017,139.967,Municipality
王ヶ頭,おうがとう,Ogato,36.233,138.100,Mountain
小川町,おがわまち,Ogawa Machi,36.050,139.267,Municipality
小川村,おがわむら,Ogawa Mura,36.617,137.967,Municipality
小川原湖,おがわらこ,Ogawara Ko,40.767,141.333,Lake
大河原町,おおがわらまち,Ogawara Machi,38.050,140.733,Municipality
大毛島,おおげじま,Oge Jima,34.217,134.633,Island
小木,おぎ,Ogi,37.817,138.283,Populated area
男木島,おぎじま,Ogi Jima,34.417,134.067,Island
小城市,おぎし,Ogi Shi,33.267,130.217,Municipality
扇山,おうぎやま,Ogi Yama,35.633,139.017,Mountain
大宜味村,おおぎみそん,Ogimi Son,26.700,128.117,Municipality
扇ノ山,おうぎのせん,Oginosen,35.433,134.433,Mountain
小郡市,おごおりし,Ogori Shi,33.400,130.550,Municipality
越生町,おごせまち,Ogose Machi,35.967,139.300,Municipality
大越,おおごし,Ogoshi,38.517,139.950,Pass
尾小屋,おごや,Ogoya,36.300,136.533,Populated area
大口町,おおぐちちょう,Oguchi Cho,35.333,136.900,Municipality
小国町,おぐにまち,Oguni Machi,38.067,139.750,Municipality
